Column1,Positive_Reviews,Negative_Reviews
1699,"Absolutely great stay Melaka! I'm really happy well following Covid-19 SOPs. near common tourist spots, complete amenities, great staff, great atmosphere. Definitely would visit again!",null
1700,"Melaka bustling people. guess everywhere MCO. Room staffs good usual. Lifts slow time around, said due upgrading. Pool bit overcrowded gym open. Wifi fast food good cafe. Happy see hotels alive long. Keep good work.",null
1701,"second stay Bayview. pleasant comfortable stay. Room spacious clean. Comfortable bed pillows. Bathtub great. Friendly staffs. Asked Extra coffee sachets late night delivered immediately. One staff asked room lobby, would say quite rare. Malay gentleman. definitely stay again. Vithun",null
1702,"good Covid19 deal room pleasantly surprised: 2 spacious bathrooms shower cubicles (one jacuzzi well), room king bed another twin beds; telly; common lounge also telly kitchenette. Comes complimentary coffee cafe ground floor (tasty cheesecake have). staff concierge receptionists attentive courteous. Even parking attendant 2nd floor. Annabelle texted us see everything alright. minor observations: shower pressure good though shower cubicle place put soap shampoo. Room 328 coffee house. happened function afternoon arrived thuds bass-y music",null
1703,"Big room, clean toilet plus convenience bench disabled. Nice view night, seeing sky full star watching colorful ferry river cruise. Well function air-cond, cold night, even turn air-cond. mold smell neither air-cond blower carpet.",null
1704,"Located near city(perfect location),the hotel clean provides u great hospitality.The hotel staffs helpful guide u throughout stay. hotel provides u almost every facilities good rooms good food... Overall experience awesome.I'll recommend hotel friends & families. wont regret,just there!",null
1705,"repeat family soon situation become warm. Best view hotel, tidy clean satisfied service. Staff also polite & helpful feel convenient. ÃÂ°ÃÂÃÂÃÂÃÂ°ÃÂÃÂÃÂ",null
1706,"stayed 2 years ago honeymoon. love coming back Melaka try stay different hotel every time here. far best hotel stayed in. (Affordable, Clean, Great Service Staff, Room Size). used travel couple baby. requested baby cot baby free charge. Definitely coming back next time. favourite!",null
1707,"hotel situated main road nearby many tourist attractions kg morten, st paul church, shore shopping mall many food outlets. room spacious yet didnt get bed requested booking, instead given two single beds combined double bed",null
1708,"Pros - Spacious room soft comfortable pillow & mattress. Yummy room dining, Good water pressure shower head, carpark security, clean hotel. Cons - draw back unstable wifi",null
1709,"love Melaka much food, hence Melaka first choice end MCO. Bayview must choice I'm visiting Melaka room services reasonable price foods. Since, located town area, famous place walking distance.",null
1710,"cannot recall many times I've staffs address name see me. Good stay time changes like temperature scans, social distancing yada yada. Got usual upgrade Deluxe I'm grateful. issues jacuzzi quickly rectified. return usual.",null
1711,"sincerely enjoyed stay Bayview. room jacuzzi large room space family 4 perfect price. Large bed, 2 TV too. Check super fast too. Ample parking. Near food area Jonker street.",null
1712,"nice hotel, staff also good & kind assist. hotel provided excellent control measures preventive action order support govt break covid19. Dont worry feel safe stay here. Easy access city centre lot eating places surrounding hotel.",null
1713,"Bayview new me. stay always choice city hotel. Nice cozy, easy access needs. thing still change is, ramp car park. Quite small dangerous got two cars, entering exiting time. Please something it. Overall, staff attitude, cleanliness, room, facilities, food services good enough worth spending.",null
1714,would like say thank Front Office staff (Annabelle & Aina) provides excellent service family. received room aircond issue report Front Office (Annabelle). personally came changed new room me. also asked either satisfied new room another family room. Compliments also Housekeeping staff (level 10) completed work really hard great room cleaning dust really enjoy stay. Value money great service. hope Management maintain good staff future benefits. Congratulations Bayview!,null
1715,decided make short trip get away Klang Valley catch family friends. nice quiet break. crowds. fuss. Easy check in. Good location. Easy accessibility food shops. worthwhile trip hotel experience,null
1716,"Stay 1 night, parking free Room clean Maintenence needed bathroom wash sink, take stopper, water drain out. Staff friendly, strategic location Price reasonable book lower rate.",null
1717,really surprised awesome effort hotel.Came early around 1300 though check time 1500.They made us wait hour saying room ready.The suprise got opened door.Last minute trip put note wedding anniversary. Also promo rate rm91.,null
1718,"First time ever Melaka. Bayview Hotel Melaka recommended colleague. disappoint us. Hotel staff helpful friendly, especially Miss Taanu. Hotel facilities good pool nice gym. Plenty covered car park spaces. Opt satisfying morning buffet breakfast starting sight-seeing journey. Hotel almost walking distance tourist attraction places. Room clean spacious. Bed big comfortable. Scenic view Melaka river waterfront room. dipped bathtub every evening warm sweaty evening scroll along Jonker Street. Highly recommended. We'll back!",null
1719,location exactly super purpose trip - near attend functions - price right important consideration important asset hotel needs good people jobs well - found team reception Concege / Door staff professionally helpful / pleasant / courteous / great attitude - commendatsions Ms. Tannu / Laura / Eleanor / Mr Bret Wafi - plus senior conceige missed name Room 1321 - Superior Room dated reasonably well maintained - room size good - things would like highlight - bedside sitter nearest window fake drawer - handle drawer - room dark even lights turned -,null
1720,Booked 3 days 2 nights. Requested room facing Bukit Cina. Room spacious. Value money. Service good. Many eatery within walking distance. property located within easy access highway city.,null
1721,"Clean, well kept, rooms good. Good service hotel staffs, friendly. Toilets good functioning condition. Looking forward future stay place. Ideal family kids. Location perfect.",null
1722,"Comfortable family four five, 3 tvs however quality screen bad location wise good easy find also easy get GRAB anywhere, room service commendable however didnt get pasta carbonara ordered, room service careful next time around",null
1724,hotel average value. really much Malacca compare Penang Island. staying Bayview enough value comfortability see place.,null
1725,"Liked:. Spacious rooms, comfortable bed, good location friendly reception. Coffee tea room replenished regularly. Iron ironing board room. like:: Room rather dirty. 2nd night returned room saw cleaner forgot clean toilets sink area soap stains previous day. bathroom still dirty. call cleaner come clean toilet sweep room pretty dirty (we saw large amount dust dustpan room cleaned while). drainage shower could better also.",null
1727,"hotel situated bit city area. Good transportation travel although good weather, go foot. Requested 3 sets connecting rooms told available upon check-in. Booked 8 rooms discovered two rooms actually connected. Would good staff well informed configuration different units hotel. Would handy guide room plans could confusing well. Breakfast good although menu change everyday (ie. nasi lemak, plain porridge). Pool bit dated could use sprucing. Overall, hotel good service staff price matched standards.",null
1728,good service Bayview Hotel Melaka. clean tidy room 2 single bed. requested get early check reception counter. said one room ready check in. kind nice service receptionist. 5 Star her. helped alot. overall good trip accomodation service perfect Bayview Hotel Melaka. Thank you!,null
1729,"wonderful hotel heart city, friendly staff,big suite rooms, ideal location. Good breakfast Note: hotel smoking. Hotel clean. outlets dont work days. want taxis use Grab",null
